no,sentence,case,label_adam,reason_adam,label_anthony,reason_anthony,label_yoshua,reason_yoshua
1769,"Kalo lo bisa nangkep maksudnya,",fw,,,neutral,-,,
1770,Panji ini bukan tipikal orang yang suka,fw,,,neutral,-,,
1771,dia bermain di sisi,fw,,,neutral,-,,
1772,"kiri, eh kanan lah istilah gue.",fw,,,neutral,-,,
1773,Dia bermain di sisi kiri yang,fw,,,neutral,-,,
1774,anti-mainstream.,fw,,,neutral,-,,
1775,Kalo istilahnya superhero tuh,fw,,,neutral,-,,
1776,yang apa?,fw,,,neutral,-,,
1777,Yang apa?,fw,,,neutral,-,,
1778,Bukan yang bunuh-bunuh orang.,fw,,,negative,pengancaman,,
1779,Anti-hero jenisnya nih manusia.,fw,,,neutral,-,,
1780,Dia seorang hero.,fw,,,positive,pujian,,
1781,Tapi dia bukan seorang hero kayak,fw,,,negative,ketidakpuasan,,
1782,yang lo mau. Dia seorang hero,fw,,,positive,pujian,,
1783,dalam cara dia. Gue ngikutin,fw,,,neutral,-,,
1784,"Panji dari jaman uang kaget,",fw,,,neutral,-,,
1785,sampe dia kaget beneran sekarang.,fw,,,neutral,-,,
1786,Gue ngikutin lo dari jaman lo,fw,,,neutral,-,,
1787,adalah legend,fw,,,neutral,-,,
1788,"Aspak, legend Garuda.",fw,,,neutral,-,,
1789,"Gue udah melupakan itu semua Ji, karena mungkin",fw,,,negative,-,,
1790,"gue udah bisa nangkep poin lo, dimana",fw,,,positive,pujian,,
1791,kita udah melepaskan,fw,,,neutral,-,,
1792,jati diri yang kita cari.,fw,,,neutral,-,,
1793,Tapi kita lebih fokus kepada,fw,,,neutral,-,,
1794,aktualisasi diri kita,fw,,,neutral,-,,
1795,seperti apa.,fw,,,neutral,-,,
1796,"Ada bukunya tuh, ada intinya, bukunya bilang",fw,,,neutral,-,,
1797,setiap manusia itu,fw,,,neutral,-,,
1798,akan mendaki 2 gunung.,fw,,,neutral,-,,
1799,"Gunung pertama, dia akan mencapai ke puncak gunung",fw,,,neutral,-,,
1800,sukses menurut ekspektasi masyarakat.,fw,,,positive,pujian,,
1801,"Kalo dia udah nyampe, nanti dia akan",fw,,,neutral,-,,
1802,"naik gunung berikutnya, sukses menurut",fw,,,neutral,-,,
1803,definisi dia sendiri.,fw,,,neutral,-,,
1804,Yang mana akhirnya masyarakat melihat bahwa,fw,,,neutral,-,,
1805,itu adalah salah satu pilihan yang baik juga.,fw,,,positive,pujian,,
1806,"Iya, mungkin pilihan yang baik.",fw,,,positive,kepuasan,,
1807,"Ada juga yang merasa itu aneh, tapi ya",fw,,,negative,ketidakpuasan,,
1808,"untuk orang itu,",fw,,,neutral,-,,
1809,"dia udah nyampe ke titik dimana, oke",fw,,,neutral,-,,
1810,ekspektasi masyarakat gue udah kena nih.,fw,,,positive,kepuasan,,
1811,Sekarang gue mau membahagiakan diri gue sendiri.,fw,,,positive,kepuasan,,
1812,Dan lo lagi dalam perjalanan,fw,,,neutral,-,,
1813,kesana. Di gunung kedua itu.,fw,,,neutral,-,,
1814,Tapi kita tidak tau,fw,,,neutral,-,,
1815,sejauh mana perjalanan lo,fw,,,neutral,ketidakpuasan,,
1816,dan apa yang akan lo lakukan ke depannya.,fw,,,neutral,harapan,,
1817,Apa yang akan lo lakukan selanjutnya?,fw,,,neutral,ketidakpuasan,,
1818,"Kalo di New York sih, gue cuman ingin",fw,,,neutral,harapan,,
1819,Lo balik lagi kesana?,fw,,,neutral,-,,
1820,"Iya, kan gue disini liburan doang.",fw,,,neutral,-,,
1821,Nggak abis uang lo?,fw,,,neutral,-,,
1822,"Ya kan, makanya justru nyangkul disini.",fw,,,neutral,-,,
1823,Tapi bener kan abis uang kan?,fw,,,neutral,-,,
1824,Banyak pengorbanannya di sini.,fw,,,positive,pujian,,
1825,"Orang kan kerja di Amerika,",fw,,,positive,-,,
1826,"dapet duit, di Indonesia",fw,,,neutral,-,,
1827,duitnya nilainya tinggi kan.,fw,,,positive,kepuasan,,
1828,"Kalo gue tuh beda, disana belum ada duit.",fw,,,neutral,-,,
1829,"Jadi gue nyangkul di Indonesia, gue bawa ke Amerika,",fw,,,neutral,-,,
1830,nilainya menyusut.,fw,,,negative,ketidakpuasan,,
1831,Tapi nyangkulnya musti giat.,fw,,,positive,kepuasan,,
1832,Sebegitunya ya.,fw,,,neutral,-,,
1833,"Sebenernya, gue tuh di New York,",fw,,,neutral,-,,
1834,penghasilan utama gue tuh,fw,,,neutral,-,,
1835,"belum dari stand up, karena masih kecil duitnya.",fw,,,negative,ketidakpuasan,,
1836,"Penghasilan utama gue tuh dari AdSense,",fw,,,positive,kepuasan,,
1837,"dari membership Youtube gue, dari menjadi podcaster.",fw,,,neutral,-,,
1838,Dan itu juga nggak gede kan?,fw,,,negative,ketidakpuasan,,
1839,"Itu nutupin, justru itu yang membuat gue bisa",fw,,,neutral,-,,
1840,ngembangin karir stand up gue.,fw,,,positive,kepuasan,,
1841,Oh ya?,fw,,,neutral,-,,
1842,Eh nonton dong.,fw,,,neutral,-,,
1843,Dia disana tuh di bar-bar jelek gitu.,fw,,,negative,hinaan,,
1844,Tapi gue respect sama lo bro.,fw,,,positive,pujian,,
1845,Gue respect.,fw,,,positive,pujian,,
1846,"Gue orang yang ngeliat,",fw,,,neutral,-,,
1847,"ini orang udah punya nama besar,",fw,,,positive,pujian,,
1848,"dia buang semua nama besar,",fw,,,neutral,-,,
1849,"dia buang jubahnya, dia pergi ke bar-bar.",fw,,,neutral,-,,
1850,"Anjir, gue bilang ini orang mental.",fw,,,negative,hinaan,,
1851,"Laki nih, laki bro.",fw,,,neutral,-,,
1852,Lo keren.,fw,,,positive,pujian,,
1853,Perempuan juga ada yang kayak gue.,fw,,,neutral,-,,
1854,"Ada juga, cuma mas...",fw,,,neutral,-,,
1855,"Bukan, jangan lo bawa kesana dong.",fw,,,neutral,-,,
1856,"Jangan, kok bawa kesana.",fw,,,neutral,-,,
1857,Iya.,fw,,,neutral,-,,
1858,"Eh, ada kucing.",fw,,,neutral,-,,
1859,Coba ambilin kucing gue.,fw,,,neutral,-,,
1860,Ambilin kucing gue dong.,fw,,,neutral,-,,
1861,"Nggak sih, Panji kucing.",fw,,,neutral,-,,
1862,Kenapa? Kenapa harus ada kucing?,fw,,,neutral,ketidakpuasan,,
1863,Lo nggak pernah diliat pegang kucing lo.,fw,,,neutral,-,,
1864,Disini doang.,fw,,,neutral,-,,
1865,Nah.,fw,,,neutral,-,,
1866,"Ayo lo, ntar dulu kita ngobrol.",fw,,,neutral,-,,
1867,Nah ini dia.,fw,,,neutral,-,,
1868,Lo takut kucing gue?,fw,,,negative,ketakutan,,
1869,"Nggak, nggak takut kucing.",fw,,,positive,pujian,,
1870,Nggak takut gue.,fw,,,positive,pujian,,
1871,Lo takut kucing? Nggak takut gue.,fw,,,-,-,,
1872,Oke ya.,fw,,,neutral,-,,
1873,"Sini aja, sini aja.",fw,,,neutral,-,,
1874,Gue pegang disini.,fw,,,neutral,-,,
1875,Namanya siapa?,fw,,,neutral,-,,
1876,Namanya Zoro.,fw,,,neutral,-,,
1877,Terakhir Ci Olip pegang.,fw,,,neutral,-,,
1878,Mukanya digaruk.,fw,,,neutral,-,,
1879,Tapi aman lah.,fw,,,neutral,-,,
1880,Kok batuk?,fw,,,neutral,-,,
1881,Kenapa?,fw,,,neutral,-,,
1882,Salah pegang gue.,fw,,,neutral,-,,
1883,Kenapa lo?,fw,,,neutral,-,,
1884,"Jadi dalam demokrasi itu pemimpin tidak bisa menjadi besi, tapi dia harus menjadi aspal.",fw,,,positive,pujian,,
1885,"Aspal itu kalau kita tinju, keras lho.",fw,,,neutral,-,,
1886,Sakit kita. Coba kalau kita pegang-pegang lembek.,fw,,,neutral,-,,
1887,Dalam demokrasi pemimpin harus begitu.,fw,,,neutral,-,,
1888,Coach Kasih Solusi,fw,,,neutral,-,,
1889,Coach Rene Dery.,fw,,,neutral,-,,
1890,"Wah, di wajah tak asing di depan wajah saya, teman-teman.",fw,,,neutral,-,,
1891,"Ya kalau cek di Google, punya Wikipedia sendiri, berarti itu udah valid.",fw,,,neutral,-,,
1892,Bahwa ini toko publik.,fw,,,neutral,-,,
1893,Kang Ebsaifullah. Masya Allah.,fw,,,positive,pujian,,
1894,Terima kasih sudah diundang.,fw,,,positive,kepuasan,,
1895,"Ini sebelum mulai aja tadi udah, udah wow gitu.",fw,,,positive,kepuasan,,
1896,"Tapi nomor satu disclaimer dulu, bahwa kita mengadakan ini kan kawan-kawan juga ada yang minta waktu itu.",fw,,,negative,ketakutan,,
1897,Kapan nih Kasih Solusi ngomongin politik?,fw,,,neutral,ketidakpuasan,,
1898,"Cuma karena ini Kasih Solusi, kita gak akan bahas politik praktis.",fw,,,neutral,-,,
1899,Namun dari orang yang benar-benar paling berkompetensi untuk menyampaikan kaedah-kaedah demokrasi dan politik.,fw,,,positive,pujian,,
1900,Betul.,fw,,,neutral,-,,
1901,Karena banyak yang gak paham bahwa ada konsekuensi kita hidup di negara demokrasi.,fw,,,negative,ketidakpuasan,,
1902,Dan maksudnya apa sih? Ini sekedar jadi pemicu obrolan kita.,fw,,,negative,ketidakpuasan,,
1903,"Nah ini, jadi nambahin lagi intinya sebelum kita lihat ke layar, teman-teman.",fw,,,neutral,-,,
1904,"Artinya memang kita bukan politik praktis, tapi memang dari lahir kita udah hidup dari kecil.",fw,,,neutral,-,,
1905,Ya memang udah harus terima takdir bahwa negara kita ya demokrasi gitu kan.,fw,,,neutral,-,,
1906,"Nah namun bukan ngarahnya kemana-mana secara praktis, ngusung A, B, C, bukan itunya bukan.",fw,,,neutral,-,,
1907,"Bukan menang kalah, bukan siapa nanti menang, bukan lo dukung siapa.",fw,,,neutral,-,,
1908,"Bukan, bukan. Tapi memang ada edukasi bagaimana cara kita berbisnis, pengusaha-pengusaha menyikapi memang ini negara ini kan negara yang udah memang lahirnya begini gitu loh.",fw,,,positive,-,,
1909,"Ga mungkin anda mau berontak, mau ngerubah apa segala macem gitu kan teriakkan bendera hitam putih gitu.",fw,,,neutral,pengancaman,,
1910,"Meskipun tulisannya kalimat yang mulia gitu kan, yang dulu juga saya pernah kejebak di ranah itu gitu ya.",fw,,,neutral,ketakutan,,
1911,"Tapi kan bukan begitu merah putih, merah putih. Kita harus NKRI gitu loh.",fw,,,positive,kepuasan,,
1912,"Nah itu yang mau jadi pembahasan, boleh ntar nyambung ke layar.",fw,,,neutral,-,,
1913,Saya rasa orang yang tepat beliau ada di sini untuk membahas ini semua Coach.,fw,,,positive,pujian,,
1914,"Sebelum kita mulai tadi, Kang Eef ini udah kenal lama gitu ya.",fw,,,neutral,-,,
1915,Sama siapa?,fw,,,neutral,-,,
1916,"Aku udah, saya udah kenal lama sama Kang Eef, alhamdulillah.",fw,,,neutral,-,,
1917,Dan kadang-kadang ada ruang dan setiap kali ada interaksi itu selalu ada efek wow gitu ya.,fw,,,positive,kepuasan,,
1918,"Jadi, jadi...",fw,,,neutral,-,,
1919,Kang Eef yang dulu apa Kang Eef yang sekarang?,fw,,,neutral,-,,
1920,Semua gitu dalam perjalanan.,fw,,,neutral,-,,
1921,Beliau tuh kayak compiler tau ya.,fw,,,neutral,pujian,,
1922,"Compiler tuh menimbul begitu banyak cerita, kisah, data dan diceritakan kembali dengan, dengan sangat asik gitu.",fw,,,neutral,-,,
1923,Nanti kita akan berikan ruang ke beliau dan sebisa mungkin supaya nanti gak dimarahin kita terlalu sering menginterap tamu.,fw,,,negative,ketakutan,,
1924,"Tapi, tapi ada satu yang gong banget sih tadi beliau bilang.",fw,,,neutral,-,,
1925,Kita perlu mensyukuri bahwa kita ada di iklim demokrasi.,fw,,,positive,pujian,,
1926,Karena kita kan komplain banyak soal demokrasi.,fw,,,negative,ketidakpuasan,,
1927,Bahkan sekarang karena udah masuk ke kerana politik banyak yang memilih untuk gak mau tau.,fw,,,neutral,-,,
1928,Karena akhirnya banyak perpecahan yang terjadi.,fw,,,neutral,ketakutan,,
1929,"Boleh, boleh profiling sedikit gak?",fw,,,neutral,-,,
1930,Terserah nanti Kang Eef mau edit apa enggak di bagian ini.,fw,,,neutral,-,,
1931,Karena saya penting biar proven-nya dapet buat para audiens.,fw,,,positive,kepuasan,,
1932,Dan ya saya mengingatkan lagi mungkin beliau-beliau yang nonton juga pada tau beliau.,fw,,,neutral,-,,
1933,Dengan tadi saya ngobrol ternyata Kang Eef juga dulu istilahnya bisa dibilang berdampingan atau mungkin kenal dengan Pak Jokowi.,fw,,,neutral,-,,
1934,Yang sekarang adalah presiden kita gitu kan.,fw,,,neutral,-,,
1935,"Banyak ngobrol sama Pak Jokowi ketika, tahun berapa waktu itu ya Kang?",fw,,,neutral,-,,
1936,Mulai 2011 kira-kira.,fw,,,neutral,-,,
1937,Wow! Sampai sekarang masih berkawan?,fw,,,neutral,-,,
1938,Oh iya.,fw,,,neutral,-,,
1939,Berkawan lu berkawan ya?,fw,,,neutral,-,,
1940,"Oh iya, saya tetap mengingatkan kawan ya.",fw,,,positive,pujian,,
1941,Bahwa Pak Jokowi menganggap saya kawan atau enggak hanya Pak Jokowi yang bisa jawab.,fw,,,positive,pujian,,
1942,Tapi dari Kang Eef tidak pernah tidak menganggap Pak Jokowi sebagai bukan kawan.,fw,,,positive,pujian,,
1943,Dan sebagai presiden saya.,fw,,,neutral,-,,
1944,Oh masyallah.,fw,,,positive,pujian,,
1945,Dulu sebagai apa Kang? Kok bisa dekat banget sama Pak Jokowi gitu Pak presiden kita?,fw,,,neutral,-,,
1946,Saya pertama kali ketemu Pak Jokowi seingat saya itu Desember 2010 kayaknya ya.,fw,,,neutral,-,,
1947,Yaitu ketika Pak Jokowi menerima penghargaan bersama dengan wali kota Jogja.,fw,,,positive,-,,
1948,Bung Hatta Award.,fw,,,neutral,-,,
1949,Anti-Corruption Award itu.,fw,,,neutral,-,,
1950,Itulah pertama kali saya ketemu secara personal ya.,fw,,,neutral,-,,
1951,Lalu kemudian kami sering bertukar nomor.,fw,,,neutral,-,,
1952,Dan ternyata kemudian sejarah membuat kami jadi sering ketemu ketika mulai 2011 menjelang akhir.,fw,,,neutral,-,,
1953,Pak Jokowi termasuk salah satu yang sedang ditimbang oleh PD Perjuangan untuk dimajukan di Jakarta.,fw,,,positive,-,,
1954,Ah oke.,fw,,,neutral,-,,
1955,"Sementara saya semenjak Oktober 2009 itu kan memimpin, mendirikan satu unit usaha",fw,,,neutral,-,,
1956,yang memang fokusnya ke riset dan konsultasi politikal marketing.,fw,,,neutral,-,,
1957,Jadi salah satu fokus kerja kami adalah melakukan pendampingan di Pilkada.,fw,,,neutral,-,,
1958,Selain di Pileg atau di Pilpres.,fw,,,neutral,-,,
1959,Oh berarti Anda sebagai konsultannya Pak Jokowi.,fw,,,neutral,-,,
1960,Saya dan Pemark Indonesia secara resmi adalah konsultannya Jokowi Ahok 2012.,fw,,,neutral,-,,
1961,Ah oke.,fw,,,neutral,-,,
1962,Nah kenapa saya mulai dengan profilnya begini Coach?,fw,,,neutral,ketidakpuasan,,
1963,Artinya karena memang mengawali ini kan sekarang yang sedang menjabat presidennya Pak Jokowi.,fw,,,neutral,-,,
1964,Nah makanya untuk lebih biar kita lebih dalam ngobrol ini teman-teman juga tahu kenapa Kang Ep yang kami datangkan ke sini.,fw,,,neutral,-,,
1965,Karena beliau pasti ya tahu lah Ring 0 itu kan seluk-beluk nih gimana sih sekarang di era demokrasi buat para pengusaha yang udah kayak begini nih.,fw,,,negative,-,,
1966,"Kan gak bisa kita rubah langsung, wah ganti ke pemerintahannya kan gak bisa begitu.",fw,,,negative,pengancaman,,
1967,Mungkin gini Nir.,fw,,,neutral,-,,
1968,"Kalau mau dicari informasi tentang Ring 0-nya sekarang, saya bukan orang yang tepat.",fw,,,neutral,-,,
1969,"Tapi untuk memahami latar belakang kebijakan, kenapa kecenderungannya ke arah sini.",fw,,,neutral,-,,
1970,Lalu kemudian kenapa langkah-langkah seperti itu yang diambil dibandingkan dengan langkah yang lain.,fw,,,neutral,-,,
1971,Mungkin saya masih bisa bicara.,fw,,,neutral,-,,
1972,Oke.,fw,,,neutral,-,,
1973,Berbasis pengetahuan dan perkenalan saya yang lumayan panjang dan dalam gitu.,fw,,,positive,kepuasan,,
1974,"Tapi saya tidak terlibat di dalam, dekat, tidak sama sekali.",fw,,,neutral,-,,
1975,Oh mungkin orang yang di samping anda kali ya yang dulunya juga sempat dekat.,fw,,,positive,pujian,,
1976,Iya.,fw,,,neutral,-,,
1977,Ada beberapa momen dimana kita lebih baik mengalihkan obrolan ke yang lain gitu ya.,fw,,,neutral,-,,
1978,Untuk keselamatan hidup dan kemaslahatan bersama.,fw,,,positive,harapan,,
1979,"Dari yang paling mahal, ini bentuk pengalihan ya.",fw,,,neutral,-,,
1980,"Dari pilihan-pilihan kita hidup ini kan dapet keamanan, dapet kemaslahatan.",fw,,,neutral,-,,
1981,"Dapet apa lagi ya, dapet keberkahan gitu.",fw,,,positive,harapan,,
1982,"Dan kenapa sih Kang, tadi menyebut bahwa demokrasi ini adalah cara terbaik.",fw,,,positive,pujian,,
1983,"Dan walaupun terbaik untuk mendapatkan outcome yang paling istimewa,",fw,,,positive,pujian,,
1984,tapi belum tentu paling mudah gitu ya.,fw,,,negative,ketakutan,,
1985,Itu dielaborasi dong.,fw,,,neutral,-,,
1986,Iya.,fw,,,neutral,-,,
1987,"Sebelum saya mendirikan Polmak 2009, saya kan memang bergaul di ilmu politik.",fw,,,neutral,-,,
1988,Deketan ya Kang.,fw,,,neutral,-,,
1989,Bergaul di ilmu politik.,fw,,,neutral,-,,
1990,Saya mengajar kalau dihitung jadi asisten dosen di ilmu politik PCPUI sejak tahun 89.,fw,,,neutral,-,,
1991,Jadi waktu saya mendirikan Polmak itu sudah 20 tahun saya di kampus.,fw,,,neutral,-,,
1992,20 tahun di kampus dan tentu saja materi-materi di disiplin ilmu politik adalah materi-materi,fw,,,neutral,-,,
1993,yang sehari-hari saya pelajari pada waktu itu.,fw,,,neutral,-,,
1994,"Nah, di dunia ini dalam sistem hidup yang modern, memang cuma tersedia 3 pilihan.",fw,,,neutral,-,,
1995,Demokrasi dan 2 pilihan lainnya.,fw,,,neutral,-,,
1996,"Nah, 2 pilihan lainnya itu adalah kalau dalam bahasa akademiknya otoritarianisme.",fw,,,neutral,-,,
1997,Otoritarianisme.,fw,,,neutral,-,,
1998,Dan totalitarianisme.,fw,,,neutral,-,,
1999,Bedanya apa itu Kang?,fw,,,neutral,-,,
2000,"Demokrasi itu di dalamnya ada kebebasan, ada partisipasi, ada kompetisi.",fw,,,neutral,-,,
2001,"Di dalamnya sistem keterlakilan terjamin, sistem mandat bekerja, akuntabilitas publik,",fw,,,,,,
2002,pertanggungjawaban publik dari para pejabat wajib dijalankan.,fw,,,,,,
2003,"Demokrasi juga mengandalkan bahwa dengan itu semua tadi,",fw,,,,,,
2004,"maka akan tercapai yang disebut sebagai keadilan, kesetaraan, kesejahteraan.",fw,,,,,,
2005,Itu demokrasi.,fw,,,,,,
2006,Otoritarianisme ada kebebasan tapi terbatas.,fw,,,,,,
2007,Ada partisipasi tapi terbatas.,fw,,,,,,
2008,Singapura itu otoritarianisme.,fw,,,,,,
2009,"Ya, salah satunya.",fw,,,,,,
2010,Ada kompetisi tapi dibatasi.,fw,,,,,,
2011,"Dan pada saat yang sama, keterlakilan tidak sepenuhnya tegak,",fw,,,,,,
2012,"mandat bukan prinsip yang dijalankan penuh,",fw,,,,,,
2013,lalu akuntabilitas publik kadang-kadang juga terbatas.,fw,,,,,,
2014,"Sehingga kemudian dengan demikian, sekalipun misalnya,",fw,,,,,,
2015,"kesejahteraan tercapai, keadilan tercapai.",fw,,,,,,
2016,Tetapi kesetaraan seringkali jadi korban.,fw,,,,,,
2017,Atau salah satu dari tiga itu jadi korban.,fw,,,,,,
2018,Tidak mungkin bisa dapat tiga-tiganya.,fw,,,,,,
2019,Iya betul. Sejahtera tapi tidak adil.,fw,,,,,,
2020,Tumbuh tapi tidak merata misalnya.,fw,,,,,,
2021,Kayak Odo Baru dulu.,fw,,,,,,
2022,"Ya, ya. Matrix gitu ya berarti ya.",fw,,,,,,
2023,"Jadi kalau ditanya apa itu otoritarianisme,",fw,,,,,,
2024,karena dalam spektrum cara kerja politik itu dibawahnya demokrasi.,fw,,,,,,
2025,Otoritarianisme dibawahnya lagi.,fw,,,,,,
2026,"Tidak ada kebebasan, tidak ada partisipasi, tidak ada kompetisi.",fw,,,,,,
2027,"Kalau kita mau menerima aja, tolen aja gitu.",fw,,,,,,
2028,Salah satu contohnya yang terbaik tentu adalah sistem komunis dulu.,fw,,,,,,
2029,Itu adalah otoritarianisme yang sangat penuh kan.,fw,,,,,,
2030,Korea Utara sekarang mungkin.,fw,,,,,,
2031,Korea Utara sekarang. Itu otoritarianisme itu.,fw,,,,,,
2032,"Tetapi bayarannya, ongkosnya tentu jadi mahal.",fw,,,,,,
2033,"Kalaupun ada kemajuan di situ, jangan harap ada keadilan,",fw,,,,,,
2034,jangan harap ada kestaraan.,fw,,,,,,
2035,Kemajuan itu tumbuh sendiri tanpa ada aspek adil dan setara.,fw,,,,,,
2036,"Sudah jelas tidak mungkin ada mandat, akuntabilitas publik,",fw,,,,,,
2037,atau keterwakilan yang bekerja. Tidak.,fw,,,,,,
2038,"Tetapi kalau dilihat dari mudah tidaknya sistem itu bekerja,",fw,,,,,,
2039,yang paling mudah totalitarian.,fw,,,,,,
2040,Saya penguasa totalitarian nih.,fw,,,,,,
2041,Rene kritik saya. Saya nggak suka.,fw,,,,,,
2042,"Nggak usah ada pengadilan, nggak usah ada apa.",fw,,,,,,
2043,Rene mungkin langsung sikat.,fw,,,,,,
2044,Oh hilang langsung tiba-tiba.,fw,,,,,,
2045,Hilang gitu.,fw,,,,,,
2046,"Nah, peristiwa-peristiwa seperti yang terjadi di masa lalu,",fw,,,,,,
2047,"harus kita pisahkan, bedakan, berdasarkan konteks waktunya.",fw,,,,,,
2048,"Jadi begini maksud saya, Der.",fw,,,,,,
2049,"Kita tidak bisa menyebutkan contoh kasus untuk mengambarkan itulah totalitar,",fw,,,,,,
2050,itulah otoritar. Tidak.,fw,,,,,,
2051,Karena konteksnya harus dapet dulu.,fw,,,,,,
2052,"Bukan hanya itu, tetapi dalam sistem yang demokratis,",fw,,,,,,
2053,"kadang-kadang unsur-unsur otoritarian atau totalitarian,",fw,,,,,,
2054,kadang-kadang masih melekat.,fw,,,,,,
2055,Itulah yang disebut sebagai penyakit-penyakit yang masih melekat pada demokrasi.,fw,,,,,,
2056,"Jadi sebenarnya demokrasi itu paling baik, tapi paling susah juga dijalanin.",fw,,,,,,
2057,"Betul. Misalnya gini, ada oposisi mengkritik kita, kita penguasa.",fw,,,,,,
2058,"Kalau demokrasi, maka harus diurus dengan benar.",fw,,,,,,
2059,"Pasalnya harus benar, pengadilannya harus terbuka.",fw,,,,,,
2060,"Dan nggak bisa baca, saya lagi nggak suka nih Deri ngomong gini.",fw,,,,,,
2061,Nggak bisa gitu ya?,fw,,,,,,
2062,Nggak bisa.,fw,,,,,,
2063,Nggak bisa personal banget.,fw,,,,,,
2064,Bukan. Demokrasi nggak menaruh hubungan di antara kekuasaan dengan seseorang.,fw,,,,,,
2065,"Itu sebagai hubungan personal, tidak.",fw,,,,,,
2066,Nggak ada ya?,fw,,,,,,
2067,Nggak ada.,fw,,,,,,
2068,"Dalam demokrasi, ada mekanisme, ada sistem yang bekerja yang membuat jadi rumit.",fw,,,,,,
2069,Mau nangkap orang aja ada prosedurnya.,fw,,,,,,
2070,"Polisi mau geledah kita, kalau nggak ada surat perintah, kita bisa menolak.",fw,,,,,,
2071,Kalau sistem polisinya dalam demokrasi.,fw,,,,,,
2072,"Tapi ketika otoritarian, kita diskusi di kampus, bisa ditangkap.",fw,,,,,,
2073,"Di zaman Rodebaru dulu, beberapa teman saya di Yogyakarta,",fw,,,,,,
2074,hanya membawa buku Pramudianan Tathur dan mendiskusikannya ditangkap di penjara.,fw,,,,,,
2075,"Iya, pasti ditangkap itu.",fw,,,,,,
2076,"Nuku Sulaiman Almarhum, itu kan demo.",fw,,,,,,
2077,"Terus kemudian dia bikin stiker, sepanduk poster,",fw,,,,,,
2078,memperpanjang SDSB menjadi Suharto dalam semua bencana.,fw,,,,,,
2079,Ngilo tuh di tahun itu.,fw,,,,,,
2080,"Satu lagi idola saya, Bang Imadudin.",fw,,,,,,
2081,"Ya, betul. Terkena juga.",fw,,,,,,
2082,Karena memprotes SDSB.,fw,,,,,,
2083,"Bang Imadudin itu protesnya memang banyak, akumulatif.",fw,,,,,,
2084,"Dari mulai soal Asas Tunggal, Pancasila, segala macam itu.",fw,,,,,,
2085,Sampai ke perjudian.,fw,,,,,,
2086,Soal Fir Aun. Jauh sebelum Cak Nun dulu.,fw,,,,,,
2087,"Maksud saya begini, ketika kita memilih sistem yang bekerja di sekitar kita,",fw,,,,,,
