no;sentence;case;label_adam;reason_adam;label_anthony;reason_anthony;label_yoshua;reason_yoshua;mdhugol_pred;mdhugol_conf;poerwiyanto_pred;poerwiyanto_conf;hilmansw_pred;hilmansw_conf;ayameRushia_pred;ayameRushia_conf
1760;Supaya orang berani gitu. Dan ketika;fw;;;positive;pujian;;;negative;0.745678186416626;positive;0.7121595740318298;neutral;0.9998946189880371;negative;0.9986403584480286
1761;mereka kesana, gue juga cukup yakin banyak yang;fw;;;neutral;-;;;neutral;0.5617188811302185;negative;0.9434720277786255;neutral;0.999755322933197;positive;0.9994308352470398
1762;bisa lebih lucu daripada gue.;fw;;;positive;pujian;;;positive;0.887809157371521;negative;0.9969180822372437;neutral;0.9998476505279541;positive;0.9992197751998901
1763;Itu aja ambisi pribadi gue.;fw;;;positive;pujian;;;negative;0.9923211932182312;positive;0.5740624666213989;negative;0.9985792636871338;negative;0.9995218515396118
1764;Di tatanan yang lebih tinggi,;fw;;;neutral;-;;;neutral;0.588385283946991;negative;0.6759675741195679;neutral;0.9991656541824341;positive;0.9944663643836975
1765;gue kayak ga terima;fw;;;negative;ketidakpuasan;;;negative;0.9974508881568909;negative;0.8644254207611084;negative;0.9998824596405029;negative;0.9998356103897095
1766;kenapa orang ga tau Indonesia?;fw;;;negative;ketidakpuasan;;;negative;0.9939790964126587;positive;0.9455701112747192;neutral;0.9998608827590942;negative;0.9998188614845276
1767;Kayak ga terima.;fw;;;negative;ketidakpuasan;;;negative;0.9973857998847961;negative;0.9287194013595581;negative;0.9998223185539246;negative;0.9998390674591064
1768;Mesti ada yang cerita gitu.;fw;;;neutral;-;;;neutral;0.7227007746696472;neutral;0.7681154608726501;neutral;0.9998834133148193;negative;0.9950534701347351
1769;Kalo lo bisa nangkep maksudnya,;fw;;;neutral;-;;;neutral;0.9498370289802551;neutral;0.8290489315986633;neutral;0.9998217225074768;negative;0.9997358918190002
1770;Panji ini bukan tipikal orang yang suka;fw;;;neutral;-;;;negative;0.9959736466407776;positive;0.9876459240913391;neutral;0.999874472618103;negative;0.9997287392616272
1771;dia bermain di sisi;fw;;;neutral;-;;;neutral;0.8975193500518799;neutral;0.9826990365982056;neutral;0.9992521405220032;neutral;0.874920129776001
1772;kiri, eh kanan lah istilah gue.;fw;;;neutral;-;;;negative;0.8652541041374207;positive;0.9914712309837341;neutral;0.9998354911804199;negative;0.999710738658905
1773;Dia bermain di sisi kiri yang;fw;;;neutral;-;;;neutral;0.9625301361083984;neutral;0.9911388754844666;neutral;0.9995360374450684;neutral;0.6912626028060913
1774;anti-mainstream.;fw;;;neutral;-;;;negative;0.9975680708885193;positive;0.9860730171203613;neutral;0.9996360540390015;negative;0.9990565180778503
1775;Kalo istilahnya superhero tuh;fw;;;neutral;-;;;negative;0.952038049697876;positive;0.8884611129760742;neutral;0.9998822212219238;negative;0.9998295307159424
1776;yang apa?;fw;;;neutral;-;;;negative;0.9958444237709045;positive;0.5321156978607178;neutral;0.9998701810836792;negative;0.9996052384376526
1777;Yang apa?;fw;;;neutral;-;;;negative;0.9958444237709045;positive;0.5321156978607178;neutral;0.9998701810836792;negative;0.9995918869972229
1778;Bukan yang bunuh-bunuh orang.;fw;;;negative;pengancaman;;;negative;0.9910229444503784;positive;0.9931475520133972;neutral;0.999772846698761;negative;0.9995390176773071
1779;Anti-hero jenisnya nih manusia.;fw;;;neutral;-;;;negative;0.9976469874382019;positive;0.9976638555526733;neutral;0.9732190370559692;negative;0.9997900128364563
1780;Dia seorang hero.;fw;;;positive;pujian;;;negative;0.43054795265197754;negative;0.8337950706481934;neutral;0.996815025806427;positive;0.9985995888710022
1781;Tapi dia bukan seorang hero kayak;fw;;;negative;ketidakpuasan;;;negative;0.9942399263381958;positive;0.991061806678772;neutral;0.9998109936714172;negative;0.9996253252029419
1782;yang lo mau. Dia seorang hero;fw;;;positive;pujian;;;negative;0.5927043557167053;positive;0.6904507875442505;neutral;0.9998606443405151;positive;0.9807943105697632
1783;dalam cara dia. Gue ngikutin;fw;;;neutral;-;;;negative;0.8858116269111633;negative;0.5673502087593079;negative;0.9805578589439392;negative;0.9997542500495911
1784;Panji dari jaman uang kaget,;fw;;;neutral;-;;;negative;0.8937979340553284;positive;0.8838074207305908;negative;0.9984577894210815;negative;0.9867261648178101
1785;sampe dia kaget beneran sekarang.;fw;;;neutral;-;;;negative;0.9945414662361145;positive;0.9969934225082397;neutral;0.9663978815078735;negative;0.9998249411582947
1786;Gue ngikutin lo dari jaman lo;fw;;;neutral;-;;;negative;0.9726521372795105;negative;0.5231685042381287;negative;0.9997726082801819;negative;0.9997342228889465
1787;adalah legend;fw;;;neutral;-;;;positive;0.6689940094947815;negative;0.9921470284461975;neutral;0.9997921586036682;positive;0.9971304535865784
1788;Aspak, legend Garuda.;fw;;;neutral;-;;;neutral;0.9302605986595154;neutral;0.8248947262763977;neutral;0.9996960163116455;neutral;0.5591620802879333
1789;Gue udah melupakan itu semua Ji, karena mungkin;fw;;;negative;-;;;negative;0.6793605089187622;positive;0.9872846007347107;neutral;0.5151905417442322;negative;0.9997313618659973
1790;gue udah bisa nangkep poin lo, dimana;fw;;;positive;pujian;;;neutral;0.9887464642524719;neutral;0.5725235939025879;neutral;0.9997419714927673;positive;0.9399055242538452
1791;kita udah melepaskan;fw;;;neutral;-;;;negative;0.7919992208480835;positive;0.9666746258735657;neutral;0.9986060261726379;negative;0.503708004951477
1792;jati diri yang kita cari.;fw;;;neutral;-;;;neutral;0.9437695741653442;negative;0.6183990836143494;neutral;0.9998917579650879;negative;0.9984647035598755
1793;Tapi kita lebih fokus kepada;fw;;;neutral;-;;;neutral;0.8090025186538696;positive;0.9029718041419983;neutral;0.9998691082000732;positive;0.9855027198791504
1794;aktualisasi diri kita;fw;;;neutral;-;;;positive;0.8181174993515015;negative;0.9522754549980164;neutral;0.9998692274093628;negative;0.997443437576294
1795;seperti apa.;fw;;;neutral;-;;;neutral;0.7265443205833435;negative;0.8596251606941223;neutral;0.9998834133148193;negative;0.9990940093994141
1796;Ada bukunya tuh, ada intinya, bukunya bilang;fw;;;neutral;-;;;neutral;0.9354732036590576;neutral;0.9734591245651245;neutral;0.999875545501709;negative;0.9997026324272156
1797;setiap manusia itu;fw;;;neutral;-;;;neutral;0.6552656888961792;positive;0.9579030275344849;neutral;0.9998657703399658;negative;0.9994423985481262
1798;akan mendaki 2 gunung.;fw;;;neutral;-;;;neutral;0.9855009913444519;neutral;0.9806963801383972;neutral;0.9993116855621338;positive;0.9900830388069153
1799;Gunung pertama, dia akan mencapai ke puncak gunung;fw;;;neutral;-;;;neutral;0.9621584415435791;neutral;0.9324938058853149;neutral;0.9998520612716675;neutral;0.993716299533844
1800;sukses menurut ekspektasi masyarakat.;fw;;;positive;pujian;;;positive;0.9881850481033325;negative;0.9230883717536926;neutral;0.9998737573623657;positive;0.9995222091674805
1801;Kalo dia udah nyampe, nanti dia akan;fw;;;neutral;-;;;neutral;0.9906664490699768;neutral;0.5975885987281799;neutral;0.9998611211776733;negative;0.9987534284591675
1802;naik gunung berikutnya, sukses menurut;fw;;;neutral;-;;;positive;0.9927861094474792;negative;0.9852178692817688;positive;0.9998714923858643;positive;0.999566376209259
1803;definisi dia sendiri.;fw;;;neutral;-;;;neutral;0.5207409262657166;positive;0.4647384583950043;neutral;0.9998842477798462;negative;0.9912945628166199
1804;Yang mana akhirnya masyarakat melihat bahwa;fw;;;neutral;-;;;neutral;0.681799590587616;neutral;0.6436091065406799;neutral;0.9998756647109985;negative;0.9980054497718811
1805;itu adalah salah satu pilihan yang baik juga.;fw;;;positive;pujian;;;positive;0.9668880701065063;negative;0.9895882606506348;positive;0.7758886218070984;positive;0.9991782307624817
1806;Iya, mungkin pilihan yang baik.;fw;;;positive;kepuasan;;;positive;0.9077946543693542;negative;0.9724439978599548;neutral;0.9998087286949158;positive;0.9995102882385254
1807;Ada juga yang merasa itu aneh, tapi ya;fw;;;negative;ketidakpuasan;;;negative;0.9141379594802856;positive;0.9974397420883179;neutral;0.9997609257698059;negative;0.9997149109840393
1808;untuk orang itu,;fw;;;neutral;-;;;neutral;0.9184908270835876;positive;0.9763995409011841;neutral;0.9998636245727539;negative;0.998672604560852
1809;dia udah nyampe ke titik dimana, oke;fw;;;neutral;-;;;neutral;0.9658263921737671;neutral;0.5693311095237732;neutral;0.99970942735672;positive;0.9808840751647949
1810;ekspektasi masyarakat gue udah kena nih.;fw;;;positive;kepuasan;;;negative;0.9565722942352295;positive;0.9761658310890198;negative;0.999848484992981;negative;0.999739944934845
1811;Sekarang gue mau membahagiakan diri gue sendiri.;fw;;;positive;kepuasan;;;neutral;0.9248545169830322;positive;0.8498984575271606;positive;0.9998923540115356;positive;0.998883068561554
1812;Dan lo lagi dalam perjalanan;fw;;;neutral;-;;;neutral;0.8781446218490601;neutral;0.7839493751525879;neutral;0.997052788734436;positive;0.9968639612197876
1813;kesana. Di gunung kedua itu.;fw;;;neutral;-;;;neutral;0.5541886687278748;positive;0.936476469039917;neutral;0.9998654127120972;neutral;0.9125978946685791
1814;Tapi kita tidak tau;fw;;;neutral;-;;;negative;0.993455708026886;positive;0.9321320652961731;neutral;0.7822712659835815;negative;0.9992188215255737
1815;sejauh mana perjalanan lo;fw;;;neutral;ketidakpuasan;;;neutral;0.5931419134140015;neutral;0.5609350204467773;neutral;0.999884843826294;negative;0.9942374229431152
1816;dan apa yang akan lo lakukan ke depannya.;fw;;;neutral;harapan;;;neutral;0.9286757111549377;neutral;0.843131422996521;neutral;0.9998579025268555;neutral;0.836866021156311
1817;Apa yang akan lo lakukan selanjutnya?;fw;;;neutral;ketidakpuasan;;;neutral;0.746458113193512;neutral;0.9715827107429504;neutral;0.9976285099983215;neutral;0.8624790906906128
1818;Kalo di New York sih, gue cuman ingin;fw;;;neutral;harapan;;;neutral;0.9491162300109863;positive;0.976780116558075;neutral;0.9998692274093628;negative;0.9997557997703552
1819;Lo balik lagi kesana?;fw;;;neutral;-;;;negative;0.7817943692207336;positive;0.977165699005127;neutral;0.999845027923584;negative;0.9971569776535034
1820;Iya, kan gue disini liburan doang.;fw;;;neutral;-;;;negative;0.6314821839332581;neutral;0.9154987335205078;negative;0.8054146766662598;positive;0.9516643285751343
1821;Nggak abis uang lo?;fw;;;neutral;-;;;negative;0.9044509530067444;positive;0.9841043949127197;neutral;0.9896513223648071;negative;0.9997474551200867
1822;Ya kan, makanya justru nyangkul disini.;fw;;;neutral;-;;;negative;0.9681909680366516;positive;0.9924678206443787;neutral;0.9956716299057007;negative;0.9978377223014832
1823;Tapi bener kan abis uang kan?;fw;;;neutral;-;;;negative;0.9760713577270508;positive;0.9860261678695679;neutral;0.9986966252326965;negative;0.9994643330574036
1824;Banyak pengorbanannya di sini.;fw;;;positive;pujian;;;positive;0.9772095084190369;negative;0.818853497505188;neutral;0.9991225600242615;negative;0.995462954044342
1825;Orang kan kerja di Amerika,;fw;;;positive;-;;;neutral;0.7530530691146851;neutral;0.4962049722671509;neutral;0.9998276233673096;neutral;0.8027452826499939
1826;dapet duit, di Indonesia;fw;;;neutral;-;;;positive;0.8198660016059875;positive;0.9532619714736938;negative;0.9177554845809937;negative;0.9996436834335327
1827;duitnya nilainya tinggi kan.;fw;;;positive;kepuasan;;;positive;0.5073878169059753;positive;0.9774932861328125;positive;0.9208813905715942;negative;0.998120129108429
1828;Kalo gue tuh beda, disana belum ada duit.;fw;;;neutral;-;;;negative;0.8652126789093018;positive;0.9854823350906372;neutral;0.9998555183410645;negative;0.9997988343238831
1829;Jadi gue nyangkul di Indonesia, gue bawa ke Amerika,;fw;;;neutral;-;;;neutral;0.6394367218017578;neutral;0.8571510314941406;neutral;0.9997720122337341;neutral;0.9984948635101318
1830;nilainya menyusut.;fw;;;negative;ketidakpuasan;;;negative;0.9950597286224365;positive;0.9117990732192993;negative;0.9959826469421387;negative;0.9996944665908813
1831;Tapi nyangkulnya musti giat.;fw;;;positive;kepuasan;;;neutral;0.4921245872974396;positive;0.8981476426124573;negative;0.791636049747467;positive;0.9976522326469421
1832;Sebegitunya ya.;fw;;;neutral;-;;;negative;0.9951150417327881;positive;0.9283217787742615;neutral;0.9985211491584778;negative;0.8177360892295837
1833;Sebenernya, gue tuh di New York,;fw;;;neutral;-;;;neutral;0.9909674525260925;negative;0.6346626877784729;neutral;0.9997950196266174;negative;0.9994542002677917
1834;penghasilan utama gue tuh;fw;;;neutral;-;;;positive;0.9852530360221863;negative;0.8822131752967834;neutral;0.918783962726593;negative;0.836300790309906
1835;belum dari stand up, karena masih kecil duitnya.;fw;;;negative;ketidakpuasan;;;neutral;0.5555334687232971;positive;0.9927027225494385;neutral;0.9995710253715515;negative;0.9996116757392883
1836;Penghasilan utama gue tuh dari AdSense,;fw;;;positive;kepuasan;;;positive;0.8716711401939392;neutral;0.6089124083518982;positive;0.9998291730880737;positive;0.9968212842941284
1837;dari membership Youtube gue, dari menjadi podcaster.;fw;;;neutral;-;;;neutral;0.9942980408668518;neutral;0.9925853610038757;neutral;0.9998469352722168;neutral;0.9838224053382874
1838;Dan itu juga nggak gede kan?;fw;;;negative;ketidakpuasan;;;negative;0.9809557795524597;positive;0.9970465302467346;neutral;0.999876856803894;negative;0.9997425675392151
1839;Itu nutupin, justru itu yang membuat gue bisa;fw;;;neutral;-;;;negative;0.8366658687591553;positive;0.9802256226539612;negative;0.9996764659881592;negative;0.9997779726982117
1840;ngembangin karir stand up gue.;fw;;;positive;kepuasan;;;neutral;0.48635029792785645;neutral;0.6890636086463928;neutral;0.9998424053192139;positive;0.9732927680015564
1841;Oh ya?;fw;;;neutral;-;;;neutral;0.920988142490387;positive;0.6726500391960144;neutral;0.9998791217803955;negative;0.9993970394134521
1842;Eh nonton dong.;fw;;;neutral;-;;;neutral;0.5909742712974548;positive;0.9628863334655762;neutral;0.9998780488967896;negative;0.9971194267272949
1843;Dia disana tuh di bar-bar jelek gitu.;fw;;;negative;hinaan;;;negative;0.9979133009910583;positive;0.9979928731918335;negative;0.9998857975006104;negative;0.9998552799224854
1844;Tapi gue respect sama lo bro.;fw;;;positive;pujian;;;positive;0.933197021484375;positive;0.6736218929290771;neutral;0.9997519850730896;negative;0.788281261920929
1845;Gue respect.;fw;;;positive;pujian;;;positive;0.977432370185852;negative;0.6230428814888;neutral;0.9996696710586548;positive;0.9948017597198486
1846;Gue orang yang ngeliat,;fw;;;neutral;-;;;neutral;0.9598692059516907;positive;0.990526556968689;neutral;0.9996651411056519;negative;0.8167138695716858
1847;ini orang udah punya nama besar,;fw;;;positive;pujian;;;neutral;0.9341241717338562;negative;0.730184018611908;neutral;0.9998887777328491;negative;0.9958004355430603
1848;dia buang semua nama besar,;fw;;;neutral;-;;;negative;0.989971399307251;positive;0.9835774898529053;negative;0.9856958985328674;negative;0.9998204112052917
1849;dia buang jubahnya, dia pergi ke bar-bar.;fw;;;neutral;-;;;negative;0.6419026851654053;positive;0.9651000499725342;neutral;0.9839866161346436;negative;0.8632928729057312
1850;Anjir, gue bilang ini orang mental.;fw;;;negative;hinaan;;;negative;0.9958598017692566;positive;0.9950621724128723;negative;0.9998107552528381;negative;0.9997732043266296
1851;Laki nih, laki bro.;fw;;;neutral;-;;;negative;0.9040061831474304;positive;0.9530477523803711;neutral;0.9998770952224731;negative;0.6158128976821899
1852;Lo keren.;fw;;;positive;pujian;;;positive;0.9966170191764832;negative;0.9985997080802917;positive;0.7028746604919434;positive;0.9997820258140564
1853;Perempuan juga ada yang kayak gue.;fw;;;neutral;-;;;neutral;0.7166454792022705;positive;0.9491215944290161;neutral;0.9998719692230225;negative;0.9987454414367676
1854;Ada juga, cuma mas...;fw;;;neutral;-;;;neutral;0.9932386875152588;positive;0.9910224676132202;neutral;0.9996803998947144;negative;0.9993209838867188
1855;Bukan, jangan lo bawa kesana dong.;fw;;;neutral;-;;;negative;0.9866659045219421;positive;0.9619458317756653;neutral;0.9998694658279419;negative;0.9996688365936279
1856;Jangan, kok bawa kesana.;fw;;;neutral;-;;;negative;0.968784511089325;positive;0.9691492319107056;neutral;0.9998894929885864;negative;0.99965500831604
1857;Iya.;fw;;;neutral;-;;;positive;0.5333751440048218;negative;0.8064069747924805;neutral;0.9998601675033569;positive;0.9972696900367737
1858;Eh, ada kucing.;fw;;;neutral;-;;;negative;0.9150603413581848;positive;0.9775459170341492;neutral;0.9998434782028198;neutral;0.6423999667167664
1859;Coba ambilin kucing gue.;fw;;;neutral;-;;;neutral;0.9540079236030579;neutral;0.9949146509170532;neutral;0.9998589754104614;negative;0.9987201690673828
1860;Ambilin kucing gue dong.;fw;;;neutral;-;;;negative;0.6106969714164734;neutral;0.7958219051361084;neutral;0.9997851252555847;negative;0.9997643828392029
1861;Nggak sih, Panji kucing.;fw;;;neutral;-;;;negative;0.9762139916419983;positive;0.992235004901886;neutral;0.9996882677078247;negative;0.9996497631072998
1862;Kenapa? Kenapa harus ada kucing?;fw;;;neutral;ketidakpuasan;;;negative;0.9913504123687744;positive;0.7949994206428528;neutral;0.9998863935470581;negative;0.9997708201408386
1863;Lo nggak pernah diliat pegang kucing lo.;fw;;;neutral;-;;;negative;0.9949429631233215;positive;0.9913303852081299;negative;0.9993476271629333;negative;0.99910968542099
1864;Disini doang.;fw;;;neutral;-;;;negative;0.9524036049842834;negative;0.7028343677520752;neutral;0.9997127652168274;positive;0.9468497633934021
1865;Nah.;fw;;;neutral;-;;;neutral;0.3992359936237335;positive;0.6684224605560303;neutral;0.999843955039978;negative;0.9989126920700073
